"method","f","Tt","replica","rmse_lambda1"
"stan","linear",400,112,0.483934496993054
"montoril","quadratic",400,112,0.51603577128252
"pg_apf","quadratic",400,112,0.516343183291747
"sir_laplace","quadratic",400,112,0.51831837293379
"sir_collapsed","quadratic",400,112,0.526350728898603
"stan","quadratic",400,112,0.518845838039022
"montoril","sinusoidal",400,112,0.563516692947183
"pg_apf","sinusoidal",400,112,0.538355267855444
"sir_laplace","sinusoidal",400,112,0.545500178244104
"sir_collapsed","sinusoidal",400,112,0.551989924708721
"stan","sinusoidal",400,112,0.542797354995804
"montoril","constant",800,112,0.54969980128942
"pg_apf","constant",800,112,0.545567181366018
"sir_laplace","constant",800,112,0.547839092709095
"sir_collapsed","constant",800,112,0.549381390807763
"stan","constant",800,112,0.546448400973809
"montoril","linear",800,112,0.35324636589479
"pg_apf","linear",800,112,0.356250129902316
"sir_laplace","linear",800,112,0.362046882711851
"sir_collapsed","linear",800,112,0.369885864093653
"stan","linear",800,112,0.361290401390255
"montoril","quadratic",800,112,0.370862894749288
"pg_apf","quadratic",800,112,0.368113968322502
"sir_laplace","quadratic",800,112,0.370547584221468
"sir_collapsed","quadratic",800,112,0.375819630254901
"stan","quadratic",800,112,0.372235136801778
"montoril","sinusoidal",800,112,0.398169384693536
"pg_apf","sinusoidal",800,112,0.392248864938174
"sir_laplace","sinusoidal",800,112,0.393853992621227
"sir_collapsed","sinusoidal",800,112,0.400435950510763
"stan","sinusoidal",800,112,0.39300641042435
"montoril","constant",1600,112,0.433814695919783
"pg_apf","constant",1600,112,0.43291424628867
"sir_laplace","constant",1600,112,0.429647782484511
"sir_collapsed","constant",1600,112,0.428876551064859
"stan","constant",1600,112,0.432429747333893
"montoril","linear",1600,112,0.30796228134472
"pg_apf","linear",1600,112,0.298984406651434
"sir_laplace","linear",1600,112,0.30059278597226
"sir_collapsed","linear",1600,112,0.30358374179854
"stan","linear",1600,112,0.302313371116879
"montoril","quadratic",1600,112,0.311687673051684
"pg_apf","quadratic",1600,112,0.312719551928885
"sir_laplace","quadratic",1600,112,0.313472319162291
"sir_collapsed","quadratic",1600,112,0.316864677345999
"stan","quadratic",1600,112,0.313457142091287
"montoril","sinusoidal",1600,112,0.293224367195491
"pg_apf","sinusoidal",1600,112,0.283086893124024
"sir_laplace","sinusoidal",1600,112,0.283945400900903
"sir_collapsed","sinusoidal",1600,112,0.287108856289014
"stan","sinusoidal",1600,112,0.283232234015319
"montoril","constant",200,113,0.832555745783796
"pg_apf","constant",200,113,0.834446881663922
"sir_laplace","constant",200,113,0.831233317849756
"sir_collapsed","constant",200,113,0.822140368642659
"stan","constant",200,113,0.841109337057437
"montoril","linear",200,113,0.429085824736049
"pg_apf","linear",200,113,0.42418276922981
"sir_laplace","linear",200,113,0.417928823518291
"sir_collapsed","linear",200,113,0.414028731791975
"stan","linear",200,113,0.425954452275576
"montoril","quadratic",200,113,0.42647425253421
"pg_apf","quadratic",200,113,0.412599747692441
"sir_laplace","quadratic",200,113,0.405140196363874
"sir_collapsed","quadratic",200,113,0.403624139376635
"stan","quadratic",200,113,0.409271035752639
"montoril","sinusoidal",200,113,0.464630590584698
"pg_apf","sinusoidal",200,113,0.461584962172237
"sir_laplace","sinusoidal",200,113,0.456052317454889
"sir_collapsed","sinusoidal",200,113,0.455172148582953
"stan","sinusoidal",200,113,0.463002251202109
"montoril","constant",400,113,0.713584241643254
"pg_apf","constant",400,113,0.714311346482084
"sir_laplace","constant",400,113,0.708735441861729
"sir_collapsed","constant",400,113,0.699962970867706
"stan","constant",400,113,0.712588177211374
"montoril","linear",400,113,0.488030384021877
"pg_apf","linear",400,113,0.487693435337374
"sir_laplace","linear",400,113,0.48139203213103
"sir_collapsed","linear",400,113,0.478863764423201
"stan","linear",400,113,0.488109393614191
"montoril","quadratic",400,113,0.509369330250582
"pg_apf","quadratic",400,113,0.506617702363959
"sir_laplace","quadratic",400,113,0.502532692152
"sir_collapsed","quadratic",400,113,0.499503589693234
"stan","quadratic",400,113,0.506988346958211
"montoril","sinusoidal",400,113,0.506253741821784
"pg_apf","sinusoidal",400,113,0.490558513929249
"sir_laplace","sinusoidal",400,113,0.489454407582431
"sir_collapsed","sinusoidal",400,113,0.482424118602536
"stan","sinusoidal",400,113,0.496149227795156
"montoril","constant",800,113,0.520918554267329
"pg_apf","constant",800,113,0.522704477983625
"sir_laplace","constant",800,113,0.522544212671518
"sir_collapsed","constant",800,113,0.525185740389286
"stan","constant",800,113,0.523400998822884
"montoril","linear",800,113,0.356731839104394
"pg_apf","linear",800,113,0.345779968574188
"sir_laplace","linear",800,113,0.351610120663458
"sir_collapsed","linear",800,113,0.357101958373229
"stan","linear",800,113,0.351632727699697
"montoril","quadratic",800,113,0.336821914200522
"pg_apf","quadratic",800,113,0.331074322647423
"sir_laplace","quadratic",800,113,0.331026284619909
"sir_collapsed","quadratic",800,113,0.337024518647452
"stan","quadratic",800,113,0.330133840476566
"montoril","sinusoidal",800,113,0.371872044591499
"pg_apf","sinusoidal",800,113,0.360695079694232
"sir_laplace","sinusoidal",800,113,0.361126832857322
"sir_collapsed","sinusoidal",800,113,0.37036466386543
"stan","sinusoidal",800,113,0.362053752873763
"montoril","constant",1600,113,0.498240001804983
"pg_apf","constant",1600,113,0.495201364807564
"sir_laplace","constant",1600,113,0.495227406364971
"sir_collapsed","constant",1600,113,0.494831830928942
"stan","constant",1600,113,0.497914028473661
"montoril","linear",1600,113,0.346599189973359
"pg_apf","linear",1600,113,0.341660722656733
"sir_laplace","linear",1600,113,0.343205471431487
"sir_collapsed","linear",1600,113,0.342836240330199
"stan","linear",1600,113,0.344514083228088
"montoril","quadratic",1600,113,0.350655639118995
"pg_apf","quadratic",1600,113,0.344959938611294
"sir_laplace","quadratic",1600,113,0.34834352311082
"sir_collapsed","quadratic",1600,113,0.347943259600505
"stan","quadratic",1600,113,0.349253838485064
"montoril","sinusoidal",1600,113,0.363866006625061
"pg_apf","sinusoidal",1600,113,0.367655132693516
"sir_laplace","sinusoidal",1600,113,0.36938925527767
"sir_collapsed","sinusoidal",1600,113,0.370503361092645
"stan","sinusoidal",1600,113,0.371688349457956
"montoril","constant",200,114,0.781843639828112
"pg_apf","constant",200,114,0.78653254894076
"sir_laplace","constant",200,114,0.77578319136122
"sir_collapsed","constant",200,114,0.776176817955079
"stan","constant",200,114,0.78375053605262
"montoril","linear",200,114,0.451307187119086
"pg_apf","linear",200,114,0.441961144753589
"sir_laplace","linear",200,114,0.447211851870912
"sir_collapsed","linear",200,114,0.445679487191272
"stan","linear",200,114,0.444491827137264
"montoril","quadratic",200,114,0.421439984678815
"pg_apf","quadratic",200,114,0.433083317496965
"sir_laplace","quadratic",200,114,0.432451197098204
"sir_collapsed","quadratic",200,114,0.430959272758271
"stan","quadratic",200,114,0.437743350095281
"montoril","sinusoidal",200,114,0.434189968624895
"pg_apf","sinusoidal",200,114,0.41808399919967
"sir_laplace","sinusoidal",200,114,0.423748644681332
"sir_collapsed","sinusoidal",200,114,0.425598402325173
"stan","sinusoidal",200,114,0.424806656990847
"montoril","constant",400,114,0.664342442726845
"pg_apf","constant",400,114,0.660842872381459
"sir_laplace","constant",400,114,0.65463652179743
"sir_collapsed","constant",400,114,0.65312517202998
"stan","constant",400,114,0.658558196639771
"montoril","linear",400,114,0.432432083435233
"pg_apf","linear",400,114,0.429832946435891
"sir_laplace","linear",400,114,0.432778477564707
"sir_collapsed","linear",400,114,0.43236628993631
"stan","linear",400,114,0.430240927269833
"montoril","quadratic",400,114,0.411809562349058
"pg_apf","quadratic",400,114,0.397612695253719
"sir_laplace","quadratic",400,114,0.398115033416722
"sir_collapsed","quadratic",400,114,0.400100424494943
"stan","quadratic",400,114,0.4017899991596
"montoril","sinusoidal",400,114,0.408147863599284
"pg_apf","sinusoidal",400,114,0.40355391927457
"sir_laplace","sinusoidal",400,114,0.40293890492778
"sir_collapsed","sinusoidal",400,114,0.398799578942281
"stan","sinusoidal",400,114,0.404085817875169
"montoril","constant",800,114,0.561545763131433
"pg_apf","constant",800,114,0.565842917813997
"sir_laplace","constant",800,114,0.565551399550134
"sir_collapsed","constant",800,114,0.568819338050021
"stan","constant",800,114,0.565100596804125
"montoril","linear",800,114,0.330649329040636
"pg_apf","linear",800,114,0.332326501451344
"sir_laplace","linear",800,114,0.335957702451964
"sir_collapsed","linear",800,114,0.342652548912096
"stan","linear",800,114,0.3389383176122
"montoril","quadratic",800,114,0.334902779424533
"pg_apf","quadratic",800,114,0.329925095234089
"sir_laplace","quadratic",800,114,0.331433674696822
"sir_collapsed","quadratic",800,114,0.339676452419039
"stan","quadratic",800,114,0.329994848705836
"montoril","sinusoidal",800,114,0.381465819532573
"pg_apf","sinusoidal",800,114,0.37519451740119
"sir_laplace","sinusoidal",800,114,0.380360728628986
"sir_collapsed","sinusoidal",800,114,0.38552731946761
"stan","sinusoidal",800,114,0.379143878724978
"montoril","constant",1600,114,0.436512023293503
"pg_apf","constant",1600,114,0.433197714288187
"sir_laplace","constant",1600,114,0.434484008422095
"sir_collapsed","constant",1600,114,0.438358349180038
"stan","constant",1600,114,0.433877033419865
"montoril","linear",1600,114,0.321862428836928
"pg_apf","linear",1600,114,0.315191636751237
"sir_laplace","linear",1600,114,0.315611496434726
"sir_collapsed","linear",1600,114,0.320830734922418
"stan","linear",1600,114,0.31666448655452
"montoril","quadratic",1600,114,0.310127758400487
"pg_apf","quadratic",1600,114,0.311430850847853
"sir_laplace","quadratic",1600,114,0.316950734106965
"sir_collapsed","quadratic",1600,114,0.321980723662846
"stan","quadratic",1600,114,0.314322164138713
"montoril","sinusoidal",1600,114,0.321720851992443
"pg_apf","sinusoidal",1600,114,0.312618756676295
"sir_laplace","sinusoidal",1600,114,0.317639000594602
"sir_collapsed","sinusoidal",1600,114,0.322298156677739
"stan","sinusoidal",1600,114,0.314249338371143
"montoril","constant",200,115,0.916801251352623
"pg_apf","constant",200,115,0.923895946731925
"sir_laplace","constant",200,115,0.916593130068526
"sir_collapsed","constant",200,115,0.916610500936968
"stan","constant",200,115,0.918828506817399
"montoril","linear",200,115,0.552745802239815
"pg_apf","linear",200,115,0.550516916804725
"sir_laplace","linear",200,115,0.556384523455718
"sir_collapsed","linear",200,115,0.568137655938099
"stan","linear",200,115,0.558270185713385
"montoril","quadratic",200,115,0.548600726046328
"pg_apf","quadratic",200,115,0.544710387712119
"sir_laplace","quadratic",200,115,0.550687687301678
"sir_collapsed","quadratic",200,115,0.56488201704043
"stan","quadratic",200,115,0.551959418823947
"montoril","sinusoidal",200,115,0.580119414424243
"pg_apf","sinusoidal",200,115,0.572260289351653
"sir_laplace","sinusoidal",200,115,0.573159479330995
"sir_collapsed","sinusoidal",200,115,0.585543144061006
"stan","sinusoidal",200,115,0.578360779205754
"montoril","constant",400,115,0.762509176482398
"pg_apf","constant",400,115,0.754975702326786
"sir_laplace","constant",400,115,0.75760303395139
"sir_collapsed","constant",400,115,0.759156514746766
"stan","constant",400,115,0.753808004606704
"montoril","linear",400,115,0.430978922725765
"pg_apf","linear",400,115,0.42707654073353
"sir_laplace","linear",400,115,0.43335601509006
"sir_collapsed","linear",400,115,0.439725377692589
"stan","linear",400,115,0.428743043995131
"montoril","quadratic",400,115,0.410903151688591
"pg_apf","quadratic",400,115,0.403545400878224
"sir_laplace","quadratic",400,115,0.407281666933335
"sir_collapsed","quadratic",400,115,0.414605538683353
"stan","quadratic",400,115,0.407144775004074
"montoril","sinusoidal",400,115,0.463388807561602
"pg_apf","sinusoidal",400,115,0.473103220093329
"sir_laplace","sinusoidal",400,115,0.476671377921765
"sir_collapsed","sinusoidal",400,115,0.482195845080875
"stan","sinusoidal",400,115,0.473497680256084
"montoril","constant",800,115,0.496880397092379
"pg_apf","constant",800,115,0.502461618406759
"sir_laplace","constant",800,115,0.497751726922591
"sir_collapsed","constant",800,115,0.497812081698191
"stan","constant",800,115,0.499859774719904
"montoril","linear",800,115,0.319365402549517
"pg_apf","linear",800,115,0.315215492887367
"sir_laplace","linear",800,115,0.318601436474152
"sir_collapsed","linear",800,115,0.321775725385372
"stan","linear",800,115,0.318796463122162
"montoril","quadratic",800,115,0.322859402697438
"pg_apf","quadratic",800,115,0.328340177299076
"sir_laplace","quadratic",800,115,0.327929088122018
"sir_collapsed","quadratic",800,115,0.331671996770237
"stan","quadratic",800,115,0.328352696513046
"montoril","sinusoidal",800,115,0.315576522538835
"pg_apf","sinusoidal",800,115,0.319076969030719
"sir_laplace","sinusoidal",800,115,0.323230136285304
"sir_collapsed","sinusoidal",800,115,0.323361435272343
"stan","sinusoidal",800,115,0.322187139374705
"montoril","constant",1600,115,0.50663240225484
"pg_apf","constant",1600,115,0.505671438048354
"sir_laplace","constant",1600,115,0.505087103220595
"sir_collapsed","constant",1600,115,0.505377118632172
"stan","constant",1600,115,0.505881532502983
"montoril","linear",1600,115,0.321584830020673
"pg_apf","linear",1600,115,0.31553671689918
"sir_laplace","linear",1600,115,0.314940367205284
"sir_collapsed","linear",1600,115,0.318918479381921
"stan","linear",1600,115,0.31685967941245
"montoril","quadratic",1600,115,0.301832310152422
"pg_apf","quadratic",1600,115,0.304728354145307
"sir_laplace","quadratic",1600,115,0.305975094930391
"sir_collapsed","quadratic",1600,115,0.307849118359581
"stan","quadratic",1600,115,0.306077526068503
"montoril","sinusoidal",1600,115,0.340028027764516
"pg_apf","sinusoidal",1600,115,0.338887701035322
"sir_laplace","sinusoidal",1600,115,0.342093761272319
"sir_collapsed","sinusoidal",1600,115,0.340854676406343
"stan","sinusoidal",1600,115,0.339393599679445
"montoril","constant",200,116,0.727835371500964
"pg_apf","constant",200,116,0.731407039226325
"sir_laplace","constant",200,116,0.733410058090518
"sir_collapsed","constant",200,116,0.739335308397968
"stan","constant",200,116,0.728811974994659
"montoril","linear",200,116,0.425105323650624
"pg_apf","linear",200,116,0.420428322301155
"sir_laplace","linear",200,116,0.426398894983771
"sir_collapsed","linear",200,116,0.443140445134137
"stan","linear",200,116,0.421576015166836
"montoril","quadratic",200,116,0.413825657943328
"pg_apf","quadratic",200,116,0.403176642839111
"sir_laplace","quadratic",200,116,0.411024685944486
"sir_collapsed","quadratic",200,116,0.423580613886518
"stan","quadratic",200,116,0.411936938266989
"montoril","sinusoidal",200,116,0.478347997308529
"pg_apf","sinusoidal",200,116,0.477728061271011
"sir_laplace","sinusoidal",200,116,0.487486318393375
"sir_collapsed","sinusoidal",200,116,0.498318011058874
"stan","sinusoidal",200,116,0.479812125815484
"montoril","constant",400,116,0.700215534257675
"pg_apf","constant",400,116,0.704567255871849
"sir_laplace","constant",400,116,0.697206819502751
"sir_collapsed","constant",400,116,0.695790545517172
"stan","constant",400,116,0.702620766132064
"montoril","linear",400,116,0.391063343696389
"pg_apf","linear",400,116,0.390327670203028
"sir_laplace","linear",400,116,0.390696922818654
"sir_collapsed","linear",400,116,0.38881784486979
"stan","linear",400,116,0.395395665178691
"montoril","quadratic",400,116,0.346677482446161
"pg_apf","quadratic",400,116,0.354717503095943
"sir_laplace","quadratic",400,116,0.35713069117166
"sir_collapsed","quadratic",400,116,0.36265409853163
